date,market,publication,domain,category,business_name,instagram_url,instagram_handle,website,research_source,contact_route,buyer_group,category_phrase,outcome_phrase,audience_line,final_dm,quality_score,duplicate_status,last_contacted_date,notes
2026-08-22,"St. Augustine, FL",St. Augustine Digest,staugustinedigest.com,estate law,Action Title Services of St. Johns County,https://www.instagram.com/actiontitlesvs/,actiontitlesvs,https://www.actiontitlestjohns.com/,your Google profile,marketing,"homeowners, families, and business owners",estate planning work,estate planning resource,"3,000+ St. Augustine homeowners, families, and business owners","Hi Action Title Services of St. Johns County! I found you through your Google profile and wanted to reach out. We run St. Augustine Digest, a local email publication read by 3,000+ St. Augustine-area locals.

We’re choosing one estate planning law firm as our exclusive partner, meaning we won’t work with a competing estate planning firm. Action Title Services of St. Johns County looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: google_business_profile | website category match: trust | market affinity: exact city address or core ZIP
2026-08-22,"St. Augustine, FL",St. Augustine Digest,staugustinedigest.com,estate law,Bayfront Westcott House Bed and Breakfast,https://www.instagram.com/bayfrontwestcotthouse/,bayfrontwestcotthouse,https://westcotthouse.com/,your Google profile,marketing,"homeowners, families, and business owners",estate planning work,estate planning resource,"3,000+ St. Augustine homeowners, families, and business owners","Hi Bayfront Westcott House Bed and Breakfast! I found you through your Google profile and wanted to reach out. We run St. Augustine Digest, a local email publication read by 3,000+ St. Augustine-area locals.

We’re choosing one estate planning law firm as our exclusive partner, meaning we won’t work with a competing estate planning firm. Bayfront Westcott House Bed and Breakfast looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: google_business_profile | website category match: trust | market affinity: exact city address or core ZIP
2026-08-22,"St. Augustine, FL",St. Augustine Digest,staugustinedigest.com,insurance,Anastasia Pediatrics Monali Manikal,https://www.instagram.com/anastasiapediatrics/,anastasiapediatrics,https://anastasiapediatrics.com/,your Google profile,marketing,homeowners and families,insurance work,local insurance resource,"3,000+ St. Augustine homeowners and families","Hi Anastasia Pediatrics Monali Manikal! I found you through your Google profile and wanted to reach out. We run St. Augustine Digest, a local email publication read by 3,000+ St. Augustine-area locals.

We’re choosing one insurance agency as our exclusive partner, meaning we won’t work with a competing insurance agency. Anastasia Pediatrics Monali Manikal looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: google_business_profile | website category match: insurance | market affinity: exact city address or core ZIP
2026-08-22,"St. Augustine, FL",St. Augustine Digest,staugustinedigest.com,catering,La Amapola Cafe,https://www.instagram.com/laamapolasta/,laamapolasta,https://laamapolasta.com/,your Google profile,partnerships,"locals planning events, weddings, and private celebrations",catering work,catering choice,"3,000+ St. Augustine locals planning events, weddings, and private celebrations","Hi La Amapola Cafe! I found you through your Google profile and wanted to reach out. We run St. Augustine Digest, a local email publication read by 3,000+ St. Augustine-area locals.

We’re choosing one catering company as our exclusive partner, meaning we won’t work with a competing caterer. La Amapola Cafe looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: google_business_profile | website category match: catering | market affinity: exact city address or core ZIP
2026-08-22,"St. Augustine, FL",St. Augustine Digest,staugustinedigest.com,med spas,Be Still Wellness & Aesthetics,https://www.instagram.com/bestillmedspa/,bestillmedspa,https://bestillmedspa.com/,your website,the office,high-intent local wellness and family buyers,med spa concept,go-to med spa,"3,000+ St. Augustine high-intent local wellness and family buyers","Hi Be Still Wellness & Aesthetics! I found you through your website and wanted to reach out. We run St. Augustine Digest, a local email publication read by 3,000+ St. Augustine-area locals.

We’re choosing one med spa as our exclusive partner, meaning we won’t work with a competing med spa. Be Still Wellness & Aesthetics looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: website_schema | website category match: medical spa | market affinity: exact city address or core ZIP
2026-08-22,"St. Augustine, FL",St. Augustine Digest,staugustinedigest.com,aesthetics,Cobblestone Village,https://www.instagram.com/brixmorpropertygroup/,brixmorpropertygroup,https://brixmor.com/leasing/retail-space/fl/st-augustine/cobblestone-village-st-augustine/,your Google profile,the office,high-intent local wellness and family buyers,aesthetics work,aesthetics destination,"3,000+ St. Augustine high-intent local wellness and family buyers","Hi Cobblestone Village! I found you through your Google profile and wanted to reach out. We run St. Augustine Digest, a local email publication read by 3,000+ St. Augustine-area locals.

We’re choosing one aesthetics practice as our exclusive partner, meaning we won’t work with a competing aesthetics clinic. Cobblestone Village looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: google_business_profile | website category match: salon | market affinity: exact city address or core ZIP
2026-08-22,"St. Augustine, FL",St. Augustine Digest,staugustinedigest.com,aesthetics,Degree Wellness,https://www.instagram.com/degreewellness/,degreewellness,https://degreewellness.com/locations/nocatee-fl/,your website,the office,high-intent local wellness and family buyers,aesthetics work,aesthetics destination,"3,000+ St. Augustine high-intent local wellness and family buyers","Hi Degree Wellness! I found you through your website and wanted to reach out. We run St. Augustine Digest, a local email publication read by 3,000+ St. Augustine-area locals.

We’re choosing one aesthetics practice as our exclusive partner, meaning we won’t work with a competing aesthetics clinic. Degree Wellness looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: website_schema | website category match: facial | market affinity: exact city address or core ZIP
2026-08-22,"St. Augustine, FL",St. Augustine Digest,staugustinedigest.com,aesthetics,Hair Mechanix World Golf Village,https://www.instagram.com/hairmx/,hairmx,https://hairmx.com/locations/hair-mechanix-world-golf/,your Google profile,the office,high-intent local wellness and family buyers,aesthetics work,aesthetics destination,"3,000+ St. Augustine high-intent local wellness and family buyers","Hi Hair Mechanix World Golf Village! I found you through your Google profile and wanted to reach out. We run St. Augustine Digest, a local email publication read by 3,000+ St. Augustine-area locals.

We’re choosing one aesthetics practice as our exclusive partner, meaning we won’t work with a competing aesthetics clinic. Hair Mechanix World Golf Village looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: google_business_profile | website category match: barber | market affinity: exact city address or core ZIP
2026-08-22,"St. Augustine, FL",St. Augustine Digest,staugustinedigest.com,cosmetic dentistry,Dental Care at Race Track,https://www.instagram.com/dentalcareatracetrack/,dentalcareatracetrack,https://dentalcareatracetrack.com/,your website,the office,high-intent local wellness and family buyers,cosmetic dentistry work,smile upgrade option,"3,000+ St. Augustine high-intent local wellness and family buyers","Hi Dental Care at Race Track! I found you through your website and wanted to reach out. We run St. Augustine Digest, a local email publication read by 3,000+ St. Augustine-area locals.

We’re choosing one cosmetic dental practice as our exclusive partner, meaning we won’t work with a competing cosmetic dental office. Dental Care at Race Track looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: website_schema | website category match: dentist | market affinity: exact city address or core ZIP
2026-08-22,"St. Augustine, FL",St. Augustine Digest,staugustinedigest.com,cosmetic dentistry,Pine Lake Dental Care,https://www.instagram.com/pinelakedentalcarefl/,pinelakedentalcarefl,https://pinelakedentalcarefl.com/,your website,the office,high-intent local wellness and family buyers,cosmetic dentistry work,smile upgrade option,"3,000+ St. Augustine high-intent local wellness and family buyers","Hi Pine Lake Dental Care! I found you through your website and wanted to reach out. We run St. Augustine Digest, a local email publication read by 3,000+ St. Augustine-area locals.

We’re choosing one cosmetic dental practice as our exclusive partner, meaning we won’t work with a competing cosmetic dental office. Pine Lake Dental Care looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: website_schema | website category match: dentist | market affinity: exact city address or core ZIP
2026-08-22,"St. Augustine, FL",St. Augustine Digest,staugustinedigest.com,pet care,Precision Imaging Saint Augustine,https://www.instagram.com/precisionimagingcentersfl/,precisionimagingcentersfl,https://precisionimagingcenters.com/,your Google profile,marketing,families and parents,pet care concept,pet care choice,"3,000+ St. Augustine families and parents","Hi Precision Imaging Saint Augustine! I found you through your Google profile and wanted to reach out. We run St. Augustine Digest, a local email publication read by 3,000+ St. Augustine-area locals.

We’re choosing one pet care business as our exclusive partner, meaning we won’t work with a competing pet care provider. Precision Imaging Saint Augustine looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: google_business_profile | website category match: pet | market affinity: exact city address or core ZIP
2026-08-22,"St. Augustine, FL",St. Augustine Digest,staugustinedigest.com,pet care,Ruff Life Graphics,https://www.instagram.com/rufflifegraphics/,rufflifegraphics,https://rufflifegraphics.com/,your website,marketing,families and parents,pet care concept,pet care choice,"3,000+ St. Augustine families and parents","Hi Ruff Life Graphics! I found you through your website and wanted to reach out. We run St. Augustine Digest, a local email publication read by 3,000+ St. Augustine-area locals.

We’re choosing one pet care business as our exclusive partner, meaning we won’t work with a competing pet care provider. Ruff Life Graphics looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: website_schema | website category match: pet | market affinity: exact city address or core ZIP
