date,market,publication,domain,category,business_name,instagram_url,instagram_handle,website,research_source,contact_route,buyer_group,category_phrase,outcome_phrase,audience_line,final_dm,quality_score,duplicate_status,last_contacted_date,notes
2026-08-22,"Charleston, SC",Charleston Scoop,charlestonscoop.com,aesthetics,Charleston Plastic Sugery,https://www.instagram.com/chasplasticsurgery/,chasplasticsurgery,https://www.chasplasticsurgery.com/ourservices/medical-spa-nonsurgical-enhancements/,your website,the office,high-intent local wellness and family buyers,aesthetics work,aesthetics destination,"3,000+ Charleston high-intent local wellness and family buyers","Hi Charleston Plastic Sugery! I found you through your website and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one aesthetics practice as our exclusive partner, meaning we won’t work with a competing aesthetics clinic. Charleston Plastic Sugery looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: website_schema | website category match: aesthetics | market affinity: exact city address or core ZIP
2026-08-22,"Charleston, SC",Charleston Scoop,charlestonscoop.com,pet care,Island Pawplex Pet Retreat,https://www.instagram.com/islandpawplex/,islandpawplex,https://islandpawplex.com/location/charleston-sc/,your website,marketing,families and parents,pet care concept,pet care choice,"3,000+ Charleston families and parents","Hi Island Pawplex Pet Retreat! I found you through your website and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one pet care business as our exclusive partner, meaning we won’t work with a competing pet care provider. Island Pawplex Pet Retreat looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: google_business_profile | website category match: pet | market affinity: exact city address or core ZIP
2026-08-22,"Charleston, SC",Charleston Scoop,charlestonscoop.com,remodeling,Hatch Homes,https://www.instagram.com/hatch_homes/,hatch_homes,https://www.hatchyourhome.com/charleston-sc/,your website,marketing,homeowners and families,remodeling work,home upgrade choice,"3,000+ Charleston homeowners and families","Hi Hatch Homes! I found you through your website and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one remodeling company as our exclusive partner, meaning we won’t work with a competing remodeling company. Hatch Homes looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: google_business_profile | website category match: remodel | market affinity: exact city address or core ZIP
2026-08-22,"Charleston, SC",Charleston Scoop,charlestonscoop.com,cosmetic dentistry,Ammons Dental By Design Downtown Charleston,https://www.instagram.com/ammonsdentalbydesign/,ammonsdentalbydesign,https://ammonsdental.com/charleston-dental-office/,your website,the office,high-intent local wellness and family buyers,cosmetic dentistry work,smile upgrade option,"3,000+ Charleston high-intent local wellness and family buyers","Hi Ammons Dental By Design Downtown Charleston! I found you through your website and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one cosmetic dental practice as our exclusive partner, meaning we won’t work with a competing cosmetic dental office. Ammons Dental By Design Downtown Charleston looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: google_business_profile | website category match: dentist | market affinity: exact city address or core ZIP
2026-08-22,"Charleston, SC",Charleston Scoop,charlestonscoop.com,aesthetics,Strawberry Blonde Salon- West Ashley,https://www.instagram.com/strawberrysalon/,strawberrysalon,https://www.strawberryblondesalon.com/,your Google profile,the office,high-intent local wellness and family buyers,aesthetics work,aesthetics destination,"3,000+ Charleston high-intent local wellness and family buyers","Hi Strawberry Blonde Salon- West Ashley! I found you through your Google profile and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one aesthetics practice as our exclusive partner, meaning we won’t work with a competing aesthetics clinic. Strawberry Blonde Salon- West Ashley looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: google_business_profile | website category match: salon | market affinity: exact city address or core ZIP
2026-08-22,"Charleston, SC",Charleston Scoop,charlestonscoop.com,interior design,Anderson Studio of Architecture and Design,https://www.instagram.com/theandersonstudio/,theandersonstudio,https://www.theandersonstudio.com/,your website,marketing,homeowners and families,interior design work,home design choice,"3,000+ Charleston homeowners and families","Hi Anderson Studio of Architecture and Design! I found you through your website and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one interior design studio as our exclusive partner, meaning we won’t work with a competing interior design firm. Anderson Studio of Architecture and Design looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: google_business_profile | website category match: interior design | market affinity: exact city address or core ZIP
2026-08-22,"Charleston, SC",Charleston Scoop,charlestonscoop.com,landscaping,Sky Blue Pools & Spa,https://www.instagram.com/skybluepools.sc/,skybluepools.sc,https://skybluepoolsc.com/,your website,marketing,homeowners and families,landscaping work,outdoor upgrade choice,"3,000+ Charleston homeowners and families","Hi Sky Blue Pools & Spa! I found you through your website and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one landscaping company as our exclusive partner, meaning we won’t work with a competing landscaping company. Sky Blue Pools & Spa looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: google_business_profile | website category match: landscaping | market affinity: exact city address or core ZIP
2026-08-22,"Charleston, SC",Charleston Scoop,charlestonscoop.com,prenatal/women's health,Doulacare Charleston,https://www.instagram.com/doulacarecharleston/,doulacarecharleston,https://doulacarecharleston.com/,your website,the office,high-intent local wellness and family buyers,women's health work,women's health resource,"3,000+ Charleston high-intent local wellness and family buyers","Hi Doulacare Charleston! I found you through your website and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one women's health practice as our exclusive partner, meaning we won’t work with a competing women's health clinic. Doulacare Charleston looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: google_business_profile | website category match: prenatal | market affinity: exact city address or core ZIP
2026-08-22,"Charleston, SC",Charleston Scoop,charlestonscoop.com,business law,Seth W. Whitaker Ltd. Co,https://www.instagram.com/whitakerltdco/,whitakerltdco,https://swwlc.com/,Lowcountry Local First,marketing,"homeowners, families, and business owners",business law work,business law resource,"3,000+ Charleston homeowners, families, and business owners","Hi Seth W. Whitaker Ltd. Co! I found you through Lowcountry Local First and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one business law firm as our exclusive partner, meaning we won’t work with a competing business law firm. Seth W. Whitaker Ltd. Co looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: website_schema | website category match: business law | market affinity: exact city address or core ZIP | discovery evidence: https://www.lowcountrylocalfirst.org/member-directory/seth-w-whitaker-ltd-co
2026-08-22,"Charleston, SC",Charleston Scoop,charlestonscoop.com,prenatal/women's health,Latch onto Health,https://www.instagram.com/latchontohealth/,latchontohealth,https://latchontohealth.com/,your website,the office,high-intent local wellness and family buyers,women's health work,women's health resource,"3,000+ Charleston high-intent local wellness and family buyers","Hi Latch onto Health! I found you through your website and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one women's health practice as our exclusive partner, meaning we won’t work with a competing women's health clinic. Latch onto Health looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 429 | name source: website_schema | Instagram bio/display category match: prenatal | market affinity: exact city address or core ZIP
