date,market,publication,domain,category,business_name,instagram_url,instagram_handle,website,research_source,contact_route,buyer_group,category_phrase,outcome_phrase,audience_line,final_dm,quality_score,duplicate_status,last_contacted_date,notes
2026-07-05,"Athens, GA",Athens Scoop,athensscoop.com,landscaping,Monster Tree Service of Athens,https://www.instagram.com/monstertreeserviceofathens/,monstertreeserviceofathens,https://www.whymonster.com/about-us/,on your website's landscaping work pages and linked Instagram,marketing,homeowners and families,landscaping work,outdoor upgrade choice,"10,000+ Athens homeowners and families","Hi Monster Tree Service of Athens! Not sure if whoever handles marketing is the one running this account, but I saw you on your website's landscaping work pages and linked Instagram and your landscaping work is obviously strong. Figured Athens Scoop could become a good new channel for you to reach our 10,000+ Athens homeowners and families.

We’re looking for 1 landscaping partner to have as an exclusive partner we turn into the most recognized outdoor upgrade choice for Athens homeowners and families through our email publication.

Would this be worth a 5-minute chat with whoever handles marketing or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: athensscoop.com

* Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 200 | name source: website_schema | website category match: landscaping"
2026-07-05,"Athens, GA",Athens Scoop,athensscoop.com,home care,Cornerstone Caregiving,https://www.instagram.com/cornerstonecaregiving/,cornerstonecaregiving,https://cornerstonecaregiving.com/about-us/,on your website's home care work pages and linked Instagram,marketing,"adult children, families, and local caregivers",home care work,trusted home care resource,"10,000+ Athens adult children, families, and local caregivers","Hi Cornerstone Caregiving! Not sure if whoever handles marketing is the one running this account, but I saw you on your website's home care work pages and linked Instagram and your home care work is obviously strong. Figured Athens Scoop could become a good new channel for you to reach our 10,000+ Athens adult children, families, and local caregivers.

We’re looking for 1 home care partner to have as an exclusive partner we turn into the most recognized trusted home care resource for Athens adult children, families, and local caregivers through our email publication.

Would this be worth a 5-minute chat with whoever handles marketing or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: athensscoop.com

* Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 200 | name source: website_schema | website category match: home care"
2026-07-05,"Athens, GA",Athens Scoop,athensscoop.com,remodeling,Expat.com,https://www.instagram.com/expat_com/,expat_com,https://www.expat.com/,on your website's remodeling work pages and linked Instagram,marketing,homeowners and families,remodeling work,home upgrade choice,"10,000+ Athens homeowners and families","Hi Expat.com! Not sure if whoever handles marketing is the one running this account, but I saw you on your website's remodeling work pages and linked Instagram and your remodeling work is obviously strong. Figured Athens Scoop could become a good new channel for you to reach our 10,000+ Athens homeowners and families.

We’re looking for 1 remodeling partner to have as an exclusive partner we turn into the most recognized home upgrade choice for Athens homeowners and families through our email publication.

Would this be worth a 5-minute chat with whoever handles marketing or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: athensscoop.com

* Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 200 | name source: website_schema | website category match: remodel"
2026-07-05,"Athens, GA",Athens Scoop,athensscoop.com,HVAC,Paul's Heating & Air,https://www.instagram.com/paulshvac_ga/,paulshvac_ga,https://www.paulshvac.net/about/,on your website's HVAC reputation pages and linked Instagram,marketing,homeowners and families,HVAC reputation,HVAC choice,"10,000+ Athens homeowners and families","Hi Paul's Heating & Air! Not sure if whoever handles marketing is the one running this account, but I saw you on your website's HVAC reputation pages and linked Instagram and your HVAC reputation is obviously strong. Figured Athens Scoop could become a good new channel for you to reach our 10,000+ Athens homeowners and families.

We’re looking for 1 HVAC partner to have as an exclusive partner we turn into the most recognized HVAC choice for Athens homeowners and families through our email publication.

Would this be worth a 5-minute chat with whoever handles marketing or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: athensscoop.com

* Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 200 | name source: website_schema | website category match: hvac"
2026-07-05,"Athens, GA",Athens Scoop,athensscoop.com,vets,Firehall 4 Animal Hospital,https://www.instagram.com/firehall4vet/,firehall4vet,https://firehall4.com/,on your website's veterinary reputation pages and linked Instagram,the office,families and parents,veterinary reputation,trusted vet,"10,000+ Athens families and parents","Hi Firehall 4 Animal Hospital! Not sure if whoever handles the office is the one running this account, but I saw you on your website's veterinary reputation pages and linked Instagram and your veterinary reputation is obviously strong. Figured Athens Scoop could become a good new channel for you to reach our 10,000+ Athens families and parents.

We’re looking for 1 vets partner to have as an exclusive partner we turn into the most recognized trusted vet for Athens families and parents through our email publication.

Would this be worth a 5-minute chat with whoever handles the office or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: athensscoop.com

* Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 200 | name source: instagram_display_name | website category match: veterinary"
2026-07-05,"Athens, GA",Athens Scoop,athensscoop.com,orthodontics,Classic City Orthodontics,https://www.instagram.com/classiccityorthodontics/,classiccityorthodontics,https://classiccityorthodontics.com/,on your website's orthodontic reputation pages and linked Instagram,the office,families and parents,orthodontic reputation,orthodontic care choice,"10,000+ Athens families and parents","Hi Classic City Orthodontics! Not sure if whoever handles the office is the one running this account, but I saw you on your website's orthodontic reputation pages and linked Instagram and your orthodontic reputation is obviously strong. Figured Athens Scoop could become a good new channel for you to reach our 10,000+ Athens families and parents.

We’re looking for 1 orthodontics partner to have as an exclusive partner we turn into the most recognized orthodontic care choice for Athens families and parents through our email publication.

Would this be worth a 5-minute chat with whoever handles the office or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: athensscoop.com

* Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 200 | name source: instagram_display_name | website category match: orthodontics"
2026-07-05,"Athens, GA",Athens Scoop,athensscoop.com,catering,Trumps Catering,https://www.instagram.com/trumpscatering/,trumpscatering,https://www.trumpscatering.com/,on your website's catering work pages and linked Instagram,partnerships,"locals planning events, weddings, and private celebrations",catering work,catering choice,"10,000+ Athens locals planning events, weddings, and private celebrations","Hi Trumps Catering! Not sure if whoever handles partnerships is the one running this account, but I saw you on your website's catering work pages and linked Instagram and your catering work is obviously strong. Figured Athens Scoop could become a good new channel for you to reach our 10,000+ Athens locals planning events, weddings, and private celebrations.

We’re looking for 1 catering partner to have as an exclusive partner we turn into the most recognized catering choice for Athens locals planning events, weddings, and private celebrations through our email publication.

Would this be worth a 5-minute chat with whoever handles partnerships or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: athensscoop.com

* Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 200 | name source: instagram_display_name | website category match: catering"
2026-07-05,"Athens, GA",Athens Scoop,athensscoop.com,catering,Cater Athens,https://www.instagram.com/caterathens/,caterathens,https://athensevents.com/culinary/,on your website's catering work pages and linked Instagram,partnerships,"locals planning events, weddings, and private celebrations",catering work,catering choice,"10,000+ Athens locals planning events, weddings, and private celebrations","Hi Cater Athens! Not sure if whoever handles partnerships is the one running this account, but I saw you on your website's catering work pages and linked Instagram and your catering work is obviously strong. Figured Athens Scoop could become a good new channel for you to reach our 10,000+ Athens locals planning events, weddings, and private celebrations.

We’re looking for 1 catering partner to have as an exclusive partner we turn into the most recognized catering choice for Athens locals planning events, weddings, and private celebrations through our email publication.

Would this be worth a 5-minute chat with whoever handles partnerships or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: athensscoop.com

* Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 200 | name source: instagram_display_name | website category match: catering"
2026-07-05,"Athens, GA",Athens Scoop,athensscoop.com,catering,Epting Events,https://www.instagram.com/eptingevents/,eptingevents,https://www.eptingevents.com/,on your website's catering work pages and linked Instagram,partnerships,"locals planning events, weddings, and private celebrations",catering work,catering choice,"10,000+ Athens locals planning events, weddings, and private celebrations","Hi Epting Events! Not sure if whoever handles partnerships is the one running this account, but I saw you on your website's catering work pages and linked Instagram and your catering work is obviously strong. Figured Athens Scoop could become a good new channel for you to reach our 10,000+ Athens locals planning events, weddings, and private celebrations.

We’re looking for 1 catering partner to have as an exclusive partner we turn into the most recognized catering choice for Athens locals planning events, weddings, and private celebrations through our email publication.

Would this be worth a 5-minute chat with whoever handles partnerships or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: athensscoop.com

* Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 200 | name source: instagram_display_name | website category match: catering"
2026-07-05,"Athens, GA",Athens Scoop,athensscoop.com,CPA/accounting,Seymour & Perry,https://www.instagram.com/athenscpa/,athenscpa,https://www.athenscpa.net/,on your website's tax and accounting work pages and linked Instagram,marketing,"homeowners, families, and business owners",tax and accounting work,tax and accounting resource,"10,000+ Athens homeowners, families, and business owners","Hi Seymour & Perry! Not sure if whoever handles marketing is the one running this account, but I saw you on your website's tax and accounting work pages and linked Instagram and your tax and accounting work is obviously strong. Figured Athens Scoop could become a good new channel for you to reach our 10,000+ Athens homeowners, families, and business owners.

We’re looking for 1 CPA/accounting partner to have as an exclusive partner we turn into the most recognized tax and accounting resource for Athens homeowners, families, and business owners through our email publication.

Would this be worth a 5-minute chat with whoever handles marketing or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: athensscoop.com

* Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 200 | name source: instagram_display_name | website category match: cpa | outreach name normalized from Seymour & Perry LLC"
