date,market,publication,domain,category,business_name,instagram_url,instagram_handle,website,research_source,contact_route,buyer_group,category_phrase,outcome_phrase,audience_line,final_dm,quality_score,duplicate_status,last_contacted_date,notes
2026-07-01,"Ocala, FL",Ocala Digest,ocaladigest.com,women's wellness,Estella Byrd Whitman Health Center,https://www.instagram.com/estella_byrd_whitmanchc/,estella_byrd_whitmanchc,https://ebwchc.org,on your website's women's wellness work pages and linked Instagram,the office,high-intent local wellness and family buyers,women's wellness work,women's wellness option,"3,000+ Ocala high-intent local wellness and family buyers","Hi Estella Byrd Whitman Health Center! Not sure if whoever handles the office is the one running this account, but I saw you on your website's women's wellness work pages and linked Instagram and your women's wellness work is obviously strong. Figured Ocala Digest could become a good new channel for you to reach our 3,000+ Ocala high-intent local wellness and family buyers.

We’re looking for 1 women's wellness partner to have as an exclusive partner we turn into the most recognized women's wellness option for Ocala high-intent local wellness and family buyers through our email publication.

Would this be worth a 5-minute chat with whoever handles the office or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: ocaladigest.com

* Andrew",5,new,,Instagram HTTP 200 | name source: website_schema | website category match: wellness
2026-07-01,"Ocala, FL",Ocala Digest,ocaladigest.com,vets,Peterson Smith Equine Hospital,https://www.instagram.com/petersonsmitheh/,petersonsmitheh,https://petersonsmith.com,on your website's veterinary reputation pages and linked Instagram,the office,families and parents,veterinary reputation,trusted vet,"3,000+ Ocala families and parents","Hi Peterson Smith Equine Hospital! Not sure if whoever handles the office is the one running this account, but I saw you on your website's veterinary reputation pages and linked Instagram and your veterinary reputation is obviously strong. Figured Ocala Digest could become a good new channel for you to reach our 3,000+ Ocala families and parents.

We’re looking for 1 vets partner to have as an exclusive partner we turn into the most recognized trusted vet for Ocala families and parents through our email publication.

Would this be worth a 5-minute chat with whoever handles the office or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: ocaladigest.com

* Andrew",4,new,,Instagram HTTP 200 | name source: website_schema | website category match: veterinarian
2026-07-01,"Ocala, FL",Ocala Digest,ocaladigest.com,roofing,Reputable Team,https://www.instagram.com/reputableplumbing/,reputableplumbing,https://reputableteam.com,on your website's roofing reputation pages and linked Instagram,marketing,homeowners and families,roofing reputation,roofing choice,"3,000+ Ocala homeowners and families","Hi Reputable Team! Not sure if whoever handles marketing is the one running this account, but I saw you on your website's roofing reputation pages and linked Instagram and your roofing reputation is obviously strong. Figured Ocala Digest could become a good new channel for you to reach our 3,000+ Ocala homeowners and families.

We’re looking for 1 roofing partner to have as an exclusive partner we turn into the most recognized roofing choice for Ocala homeowners and families through our email publication.

Would this be worth a 5-minute chat with whoever handles marketing or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: ocaladigest.com

* Andrew",3,new,,Instagram HTTP 200 | name source: website_org_meta | website category match: roofing
2026-07-01,"Ocala, FL",Ocala Digest,ocaladigest.com,insurance,Acentria,https://www.instagram.com/acentriainsurance/,acentriainsurance,https://acentria.com,on your website's insurance work pages and linked Instagram,marketing,homeowners and families,insurance work,local insurance resource,"3,000+ Ocala homeowners and families","Hi Acentria! Not sure if whoever handles marketing is the one running this account, but I saw you on your website's insurance work pages and linked Instagram and your insurance work is obviously strong. Figured Ocala Digest could become a good new channel for you to reach our 3,000+ Ocala homeowners and families.

We’re looking for 1 insurance partner to have as an exclusive partner we turn into the most recognized local insurance resource for Ocala homeowners and families through our email publication.

Would this be worth a 5-minute chat with whoever handles marketing or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: ocaladigest.com

* Andrew",3,new,,Instagram HTTP 200 | name source: website_org_meta | website category match: insurance
2026-07-01,"Ocala, FL",Ocala Digest,ocaladigest.com,CPA/accounting,Blue Heron CPAs,https://www.instagram.com/blueheroncpas/,blueheroncpas,https://blueheroncpas.com,on your website's tax and accounting work pages and linked Instagram,marketing,"homeowners, families, and business owners",tax and accounting work,tax and accounting resource,"3,000+ Ocala homeowners, families, and business owners","Hi Blue Heron CPAs! Not sure if whoever handles marketing is the one running this account, but I saw you on your website's tax and accounting work pages and linked Instagram and your tax and accounting work is obviously strong. Figured Ocala Digest could become a good new channel for you to reach our 3,000+ Ocala homeowners, families, and business owners.

We’re looking for 1 CPA/accounting partner to have as an exclusive partner we turn into the most recognized tax and accounting resource for Ocala homeowners, families, and business owners through our email publication.

Would this be worth a 5-minute chat with whoever handles marketing or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: ocaladigest.com

* Andrew",3,new,,Instagram HTTP 200 | name source: website_schema | website category match: cpa
2026-07-01,"Ocala, FL",Ocala Digest,ocaladigest.com,wealth advisors,Zinnia Wealth Management,https://www.instagram.com/zinniawealth/,zinniawealth,https://zinniawealth.com,on your website's wealth planning work pages and linked Instagram,marketing,"homeowners, families, and business owners",wealth planning work,wealth planning resource,"3,000+ Ocala homeowners, families, and business owners","Hi Zinnia Wealth Management! Not sure if whoever handles marketing is the one running this account, but I saw you on your website's wealth planning work pages and linked Instagram and your wealth planning work is obviously strong. Figured Ocala Digest could become a good new channel for you to reach our 3,000+ Ocala homeowners, families, and business owners.

We’re looking for 1 wealth advisors partner to have as an exclusive partner we turn into the most recognized wealth planning resource for Ocala homeowners, families, and business owners through our email publication.

Would this be worth a 5-minute chat with whoever handles marketing or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: ocaladigest.com

* Andrew",3,new,,Instagram HTTP 200 | name source: website_schema | website category match: wealth
2026-07-01,"Ocala, FL",Ocala Digest,ocaladigest.com,insurance,Partner's Legacy,https://www.instagram.com/partnerslegacy/,partnerslegacy,https://partnerslegacyusa.com,on your website's insurance work pages and linked Instagram,marketing,homeowners and families,insurance work,local insurance resource,"3,000+ Ocala homeowners and families","Hi Partner's Legacy! Not sure if whoever handles marketing is the one running this account, but I saw you on your website's insurance work pages and linked Instagram and your insurance work is obviously strong. Figured Ocala Digest could become a good new channel for you to reach our 3,000+ Ocala homeowners and families.

We’re looking for 1 insurance partner to have as an exclusive partner we turn into the most recognized local insurance resource for Ocala homeowners and families through our email publication.

Would this be worth a 5-minute chat with whoever handles marketing or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: ocaladigest.com

* Andrew",3,new,,Instagram HTTP 200 | name source: website_org_meta | website category match: insurance
2026-07-01,"Ocala, FL",Ocala Digest,ocaladigest.com,aesthetics,Elegant Moon by Jeannie Cline,https://www.instagram.com/glamjeannie/,glamjeannie,https://elegantmoonbeauty.com,on your website's aesthetics work pages and linked Instagram,the office,high-intent local wellness and family buyers,aesthetics work,aesthetics destination,"3,000+ Ocala high-intent local wellness and family buyers","Hi Elegant Moon by Jeannie Cline! Not sure if whoever handles the office is the one running this account, but I saw you on your website's aesthetics work pages and linked Instagram and your aesthetics work is obviously strong. Figured Ocala Digest could become a good new channel for you to reach our 3,000+ Ocala high-intent local wellness and family buyers.

We’re looking for 1 aesthetics partner to have as an exclusive partner we turn into the most recognized aesthetics destination for Ocala high-intent local wellness and family buyers through our email publication.

Would this be worth a 5-minute chat with whoever handles the office or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: ocaladigest.com

* Andrew",3,new,,Instagram HTTP 200 | name source: website_org_meta | website category match: facial
2026-07-01,"Ocala, FL",Ocala Digest,ocaladigest.com,insurance,IOA,https://www.instagram.com/ioainsurance/,ioainsurance,https://ioausa.com,on your website's insurance work pages and linked Instagram,marketing,homeowners and families,insurance work,local insurance resource,"3,000+ Ocala homeowners and families","Hi IOA! Not sure if whoever handles marketing is the one running this account, but I saw you on your website's insurance work pages and linked Instagram and your insurance work is obviously strong. Figured Ocala Digest could become a good new channel for you to reach our 3,000+ Ocala homeowners and families.

We’re looking for 1 insurance partner to have as an exclusive partner we turn into the most recognized local insurance resource for Ocala homeowners and families through our email publication.

Would this be worth a 5-minute chat with whoever handles marketing or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: ocaladigest.com

* Andrew",3,new,,Instagram HTTP 200 | name source: website_org_meta | website category match: insurance
2026-07-01,"Ocala, FL",Ocala Digest,ocaladigest.com,landscaping,Jason Schmidt Landscaping,https://www.instagram.com/jasonschmidtlandscapingpro/,jasonschmidtlandscapingpro,http://www.thevillageslandscaping.com,on your website's landscaping work pages and linked Instagram,marketing,homeowners and families,landscaping work,outdoor upgrade choice,"3,000+ Ocala homeowners and families","Hi Jason Schmidt Landscaping! Not sure if whoever handles marketing is the one running this account, but I saw you on your website's landscaping work pages and linked Instagram and your landscaping work is obviously strong. Figured Ocala Digest could become a good new channel for you to reach our 3,000+ Ocala homeowners and families.

We’re looking for 1 landscaping partner to have as an exclusive partner we turn into the most recognized outdoor upgrade choice for Ocala homeowners and families through our email publication.

Would this be worth a 5-minute chat with whoever handles marketing or totally not something y’all need right now? Happy to work around your schedule, or instead of call just text the right person more info.

website: ocaladigest.com

* Andrew",3,new,,Instagram HTTP 200 | name source: website_schema | website category match: landscaping
