date,market,publication,domain,category,business_name,instagram_url,instagram_handle,website,research_source,contact_route,buyer_group,category_phrase,outcome_phrase,audience_line,final_dm,quality_score,duplicate_status,last_contacted_date,notes
2026-08-21,"Charleston, SC",Charleston Scoop,charlestonscoop.com,med spas,The Society of Preservation Med Spa,https://www.instagram.com/thesocietyofpreservationmedspa/,thesocietyofpreservationmedspa,https://thesocietyofpreservationmedspa.com/,your Google profile,the office,high-intent local wellness and family buyers,med spa concept,go-to med spa,"3,000+ Charleston high-intent local wellness and family buyers","Hi The Society of Preservation Med Spa! I found you through your Google profile and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one med spa as our exclusive partner, meaning we won’t work with a competing med spa. The Society of Preservation looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: med spa | market affinity: exact city address or core ZIP
2026-08-21,"Charleston, SC",Charleston Scoop,charlestonscoop.com,CPA/accounting,Pinnacle One Tax Services,https://www.instagram.com/pinnacleonetaxservices/,pinnacleonetaxservices,https://p1.tax/,your Google profile,marketing,"homeowners, families, and business owners",tax and accounting work,tax and accounting resource,"3,000+ Charleston homeowners, families, and business owners","Hi Pinnacle One Tax Services! I found you through your Google profile and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one accounting firm as our exclusive partner, meaning we won’t work with a competing accounting firm. Pinnacle One Tax Services looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: accounting | market affinity: exact city address or core ZIP
2026-08-21,"Charleston, SC",Charleston Scoop,charlestonscoop.com,HVAC,RedBox Heating & Air,https://www.instagram.com/redboxsc/,redboxsc,https://redboxsc.com/,your Google profile,marketing,homeowners and families,HVAC reputation,HVAC choice,"3,000+ Charleston homeowners and families","Hi RedBox Heating & Air! I found you through your Google profile and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one HVAC company as our exclusive partner, meaning we won’t work with a competing HVAC company. RedBox Heating & Air looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: hvac | market affinity: exact city address or core ZIP
2026-08-21,"Charleston, SC",Charleston Scoop,charlestonscoop.com,CPA/accounting,Haigler Group,https://www.instagram.com/haiglergroup/,haiglergroup,https://www.haiglercpagroup.com/,your Google profile,marketing,"homeowners, families, and business owners",tax and accounting work,tax and accounting resource,"3,000+ Charleston homeowners, families, and business owners","Hi Haigler Group! I found you through your Google profile and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one accounting firm as our exclusive partner, meaning we won’t work with a competing accounting firm. Haigler Group looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: cpa | market affinity: exact city address or core ZIP
2026-08-21,"Charleston, SC",Charleston Scoop,charlestonscoop.com,pet care,My Three Dogs West Ashley,https://www.instagram.com/mythreedogswestashley/,mythreedogswestashley,https://mythreedogs.com,your public Instagram bio and visible search result,marketing,families and parents,pet care concept,pet care choice,"3,000+ Charleston families and parents","Hi My Three Dogs West Ashley! I found you through your public Instagram bio and visible search result and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one pet care business as our exclusive partner, meaning we won’t work with a competing pet care provider. My Three Dogs West Ashley looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: pet | market affinity: exact city address or core ZIP
2026-08-21,"Charleston, SC",Charleston Scoop,charlestonscoop.com,cosmetic dentistry,Bridge Dental,https://www.instagram.com/bridgedental/,bridgedental,https://bridgedentalcharleston.com/,your Google profile,the office,high-intent local wellness and family buyers,cosmetic dentistry work,smile upgrade option,"3,000+ Charleston high-intent local wellness and family buyers","Hi Bridge Dental! I found you through your Google profile and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one cosmetic dental practice as our exclusive partner, meaning we won’t work with a competing cosmetic dental office. Bridge Dental looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: dentist | market affinity: exact city address or core ZIP
2026-08-21,"Charleston, SC",Charleston Scoop,charlestonscoop.com,remodeling,Charleston Kitchen and Bath Services,https://www.instagram.com/cabinets4lesssc/,cabinets4lesssc,https://www.cabinets4lesssc.com/,your Google profile,marketing,homeowners and families,remodeling work,home upgrade choice,"3,000+ Charleston homeowners and families","Hi Charleston Kitchen and Bath Services! I found you through your Google profile and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one remodeling company as our exclusive partner, meaning we won’t work with a competing remodeling company. Charleston Kitchen and Bath Services looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: remodel | market affinity: exact city address or core ZIP
2026-08-21,"Charleston, SC",Charleston Scoop,charlestonscoop.com,prenatal/women's health,The Holy City Doula,https://www.instagram.com/theholycitydoula/,theholycitydoula,https://theholycitydoula.com/,your Google profile,the office,high-intent local wellness and family buyers,women's health work,women's health resource,"3,000+ Charleston high-intent local wellness and family buyers","Hi The Holy City Doula! I found you through your Google profile and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one women's health practice as our exclusive partner, meaning we won’t work with a competing women's health clinic. The Holy City Doula looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: prenatal | market affinity: exact city address or core ZIP
2026-08-21,"Charleston, SC",Charleston Scoop,charlestonscoop.com,CPA/accounting,Brian G. Borry,https://www.instagram.com/briangborry/,briangborry,https://www.brianborry.com/contact.php/,your Google profile,marketing,"homeowners, families, and business owners",tax and accounting work,tax and accounting resource,"3,000+ Charleston homeowners, families, and business owners","Hi Brian G. Borry! I found you through your Google profile and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one accounting firm as our exclusive partner, meaning we won’t work with a competing accounting firm. Brian G. Borry looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: cpa | market affinity: exact city address or core ZIP
2026-08-21,"Charleston, SC",Charleston Scoop,charlestonscoop.com,CPA/accounting,Christopher Nowell,https://www.instagram.com/christophernowell/,christophernowell,https://jnradvisory.com/,your Google profile,marketing,"homeowners, families, and business owners",tax and accounting work,tax and accounting resource,"3,000+ Charleston homeowners, families, and business owners","Hi Christopher Nowell! I found you through your Google profile and wanted to reach out. We run Charleston Scoop, a local email publication read by 3,000+ Charleston-area locals.

We’re choosing one accounting firm as our exclusive partner, meaning we won’t work with a competing accounting firm. Christopher Nowell looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: accounting | market affinity: exact city address or core ZIP
