date,market,publication,domain,category,business_name,instagram_url,instagram_handle,website,research_source,contact_route,buyer_group,category_phrase,outcome_phrase,audience_line,final_dm,quality_score,duplicate_status,last_contacted_date,notes
2026-07-13,"Athens, GA",Athens Scoop,athensscoop.com,landscaping,Normal Landscape & Stone,https://www.instagram.com/normal_landscape/,normal_landscape,https://normallandscape.com/,your official website and linked Instagram,marketing,homeowners and families,landscaping work,outdoor upgrade choice,"10,000+ Athens homeowners and families","Hi Normal Landscape & Stone! I found you through your official website and linked Instagram and wanted to reach out. We run Athens Scoop, a local email publication read by 10,000+ Athens-area locals.

We’re choosing one landscaping company as our exclusive partner, meaning we won’t work with a competing landscaping company. Normal Landscape & Stone looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 429 | name source: instagram_display_name | website category match: landscaping | market affinity: exact city address or core ZIP"
2026-07-13,"Athens, GA",Athens Scoop,athensscoop.com,pet care,Athens Pet Sitter,https://www.instagram.com/athenspetsitter/,athenspetsitter,https://www.athenspetsitter.com/,your official website and linked Instagram,marketing,families and parents,pet care concept,pet care choice,"10,000+ Athens families and parents","Hi Athens Pet Sitter! I found you through your official website and linked Instagram and wanted to reach out. We run Athens Scoop, a local email publication read by 10,000+ Athens-area locals.

We’re choosing one pet care business as our exclusive partner, meaning we won’t work with a competing pet care provider. Athens Pet Sitter looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 429 | name source: instagram_display_name | website category match: pet | market affinity: exact city address or core ZIP"
2026-07-13,"Athens, GA",Athens Scoop,athensscoop.com,landscaping,Boone Landscape Design,https://www.instagram.com/boonelandscapedesign/,boonelandscapedesign,https://www.boonelandscapedesign.com/,your official website and linked Instagram,marketing,homeowners and families,landscaping work,outdoor upgrade choice,"10,000+ Athens homeowners and families","Hi Boone Landscape Design! I found you through your official website and linked Instagram and wanted to reach out. We run Athens Scoop, a local email publication read by 10,000+ Athens-area locals.

We’re choosing one landscaping company as our exclusive partner, meaning we won’t work with a competing landscaping company. Boone looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 429 | name source: instagram_display_name | website category match: landscaping | market affinity: exact city address or core ZIP"
2026-07-13,"Athens, GA",Athens Scoop,athensscoop.com,roofing,Storm Damage Roof Repair in,https://www.instagram.com/georgiaroofreplacement/,georgiaroofreplacement,https://georgiaroofreplacement.com/locations/watkinsville-ga/storm-damage-roof-repair/,your official website and linked Instagram,marketing,homeowners and families,roofing reputation,roofing choice,"10,000+ Athens homeowners and families","Hi Storm Damage Roof Repair in! I found you through your official website and linked Instagram and wanted to reach out. We run Athens Scoop, a local email publication read by 10,000+ Athens-area locals.

We’re choosing one roofing company as our exclusive partner, meaning we won’t work with a competing roofing company. Storm Damage Roof Repair in looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 429 | name source: instagram_display_name | website category match: roofing | market affinity: exact city address or core ZIP"
2026-07-13,"Athens, GA",Athens Scoop,athensscoop.com,landscaping,Drain Tree,https://www.instagram.com/drain_tree/,drain_tree,https://www.draintree.com/landscapes/,your official website and linked Instagram,marketing,homeowners and families,landscaping work,outdoor upgrade choice,"10,000+ Athens homeowners and families","Hi Drain Tree! I found you through your official website and linked Instagram and wanted to reach out. We run Athens Scoop, a local email publication read by 10,000+ Athens-area locals.

We’re choosing one landscaping company as our exclusive partner, meaning we won’t work with a competing landscaping company. Drain Tree looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 429 | name source: instagram_display_name | website category match: landscaping | market affinity: exact city address or core ZIP"
2026-07-13,"Athens, GA",Athens Scoop,athensscoop.com,roofing,BDI Roofing Group,https://www.instagram.com/bdiroofinggroup/,bdiroofinggroup,https://bdiroofing.com/,the Athens Area Chamber,marketing,homeowners and families,roofing reputation,roofing choice,"10,000+ Athens homeowners and families","Hi BDI Roofing Group! I found you through the Athens Area Chamber and wanted to reach out. We run Athens Scoop, a local email publication read by 10,000+ Athens-area locals.

We’re choosing one roofing company as our exclusive partner, meaning we won’t work with a competing roofing company. BDI Roofing Group looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 429 | name source: website_schema | website category match: roofing | market affinity: exact city address or core ZIP | discovery evidence: https://business.athensga.com/list/member/bdi-roofing-group-10033"
2026-07-13,"Athens, GA",Athens Scoop,athensscoop.com,roofing,Watertight Roofing Services,https://www.instagram.com/wrsroof/,wrsroof,https://www.wrsroof.com/,your website,marketing,homeowners and families,roofing reputation,roofing choice,"10,000+ Athens homeowners and families","Hi Watertight Roofing Services! I found you through your website and wanted to reach out. We run Athens Scoop, a local email publication read by 10,000+ Athens-area locals.

We’re choosing one roofing company as our exclusive partner, meaning we won’t work with a competing roofing company. Watertight Roofing Services looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 429 | name source: website_schema | website category match: roofing | market affinity: exact city address or core ZIP"
2026-07-13,"Athens, GA",Athens Scoop,athensscoop.com,landscaping,City Garden Company,https://www.instagram.com/citygardencompany/,citygardencompany,https://citygardenco.com/,the Athens Area Chamber,marketing,homeowners and families,landscaping work,outdoor upgrade choice,"10,000+ Athens homeowners and families","Hi City Garden Company! I found you through the Athens Area Chamber and wanted to reach out. We run Athens Scoop, a local email publication read by 10,000+ Athens-area locals.

We’re choosing one landscaping company as our exclusive partner, meaning we won’t work with a competing landscaping company. City Garden Company looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 429 | name source: website_schema | website category match: landscape | market affinity: exact city address or core ZIP | discovery evidence: https://business.athensga.com/list/member/city-garden-company-13862"
2026-07-13,"Athens, GA",Athens Scoop,athensscoop.com,landscaping,Howard Brothers,https://www.instagram.com/howardbrothers/,howardbrothers,https://howardbrothers.com/,the Athens Area Chamber,marketing,homeowners and families,landscaping work,outdoor upgrade choice,"10,000+ Athens homeowners and families","Hi Howard Brothers! I found you through the Athens Area Chamber and wanted to reach out. We run Athens Scoop, a local email publication read by 10,000+ Athens-area locals.

We’re choosing one landscaping company as our exclusive partner, meaning we won’t work with a competing landscaping company. Howard Brothers looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 429 | name source: website_schema | website category match: landscape | market affinity: exact city address or core ZIP | discovery evidence: https://business.athensga.com/list/member/howard-brothers-inc-6810"
2026-07-13,"Athens, GA",Athens Scoop,athensscoop.com,plumbing,Plumber Pro Service & Drain,https://www.instagram.com/plumber_proservice/,plumber_proservice,https://plumberproservice.com/,the Athens Area Chamber,marketing,homeowners and families,plumbing reputation,plumbing choice,"10,000+ Athens homeowners and families","Hi Plumber Pro Service & Drain! I found you through the Athens Area Chamber and wanted to reach out. We run Athens Scoop, a local email publication read by 10,000+ Athens-area locals.

We’re choosing one plumbing company as our exclusive partner, meaning we won’t work with a competing plumbing company. Plumber Pro Service & Drain looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,"Athens context: 10,000 subscribers, 15,000 Instagram followers, and a high-LTV local audience rather than a student-only audience. | Instagram HTTP 429 | name source: website_schema | website category match: plumbing | market affinity: exact city address or core ZIP | discovery evidence: https://business.athensga.com/list/member/plumber-pro-service-drain-13607"
