date,market,publication,domain,category,business_name,instagram_url,instagram_handle,website,research_source,contact_route,buyer_group,category_phrase,outcome_phrase,audience_line,final_dm,quality_score,duplicate_status,last_contacted_date,notes
2026-07-29,"Gainesville, FL",Gainesville Scoop,gainesvillescoop.com,private schools,Alachua County Property Appraiser,https://www.instagram.com/alachuacountypropertyappraiser/,alachuacountypropertyappraiser,https://www.acpafl.org/,the Greater Gainesville Chamber,admissions,families and parents,private school reputation,school choice,"3,000+ Gainesville families and parents","Hi Alachua County Property Appraiser! I found you through the Greater Gainesville Chamber and wanted to reach out. We run Gainesville Scoop, a local email publication read by 3,000+ Gainesville-area locals.

We’re choosing one private school as our exclusive partner, meaning we won’t work with a competing private school. Alachua County Property Appraiser looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",4,new,,Instagram HTTP 200 | name source: website_org_meta | website category match: school | market affinity: exact city address or core ZIP | discovery evidence: https://members.gainesvillechamber.com/list/member/ayesha-solomon-alachua-county-property-appraiser-333
2026-07-29,"Gainesville, FL",Gainesville Scoop,gainesvillescoop.com,pet care,Dog's Play,https://www.instagram.com/dogsplaytraining/,dogsplaytraining,https://dogsplaytraining.com/,your Google profile,marketing,families and parents,pet care concept,pet care choice,"3,000+ Gainesville families and parents","Hi Dog's Play! I found you through your Google profile and wanted to reach out. We run Gainesville Scoop, a local email publication read by 3,000+ Gainesville-area locals.

We’re choosing one pet care business as our exclusive partner, meaning we won’t work with a competing pet care provider. Dog's Play looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",4,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: dog | market affinity: alachua; explicit Gainesville market/service evidence
2026-07-29,"Gainesville, FL",Gainesville Scoop,gainesvillescoop.com,private schools,Abacus Learning Center,https://www.instagram.com/feed/,feed,https://abacuslearningcenter.com/,your Google profile,admissions,families and parents,private school reputation,school choice,"3,000+ Gainesville families and parents","Hi Abacus Learning Center! I found you through your Google profile and wanted to reach out. We run Gainesville Scoop, a local email publication read by 3,000+ Gainesville-area locals.

We’re choosing one private school as our exclusive partner, meaning we won’t work with a competing private school. Abacus Learning Center looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",4,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: school | market affinity: exact city address or core ZIP
2026-07-29,"Gainesville, FL",Gainesville Scoop,gainesvillescoop.com,insurance,Jes Odom,https://www.instagram.com/jesfarmbureau/,jesfarmbureau,https://floridafarmbureau.com/agent/fl/alachua/gainesville/jes-odom/,your Google profile,marketing,homeowners and families,insurance work,local insurance resource,"3,000+ Gainesville homeowners and families","Hi Jes Odom! I found you through your Google profile and wanted to reach out. We run Gainesville Scoop, a local email publication read by 3,000+ Gainesville-area locals.

We’re choosing one insurance agency as our exclusive partner, meaning we won’t work with a competing insurance agency. Jes Odom looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",4,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: insurance | market affinity: exact city address or core ZIP
2026-07-29,"Gainesville, FL",Gainesville Scoop,gainesvillescoop.com,prenatal/women's health,Ronnie Jo Stringer,https://www.instagram.com/gainesvilleobgyn/,gainesvilleobgyn,https://gvilleobgyn.com/,your Google profile,the office,high-intent local wellness and family buyers,women's health work,women's health resource,"3,000+ Gainesville high-intent local wellness and family buyers","Hi Ronnie Jo Stringer! I found you through your Google profile and wanted to reach out. We run Gainesville Scoop, a local email publication read by 3,000+ Gainesville-area locals.

We’re choosing one women's health practice as our exclusive partner, meaning we won’t work with a competing women's health clinic. Ronnie Jo Stringer looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",4,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: obgyn | market affinity: exact city address or core ZIP
2026-07-29,"Gainesville, FL",Gainesville Scoop,gainesvillescoop.com,women's wellness,A Center For Therapeutic Massage,https://www.instagram.com/acenterfortherapeuticmassage/,acenterfortherapeuticmassage,https://www.gainesvillemassage.com/,your Google profile,the office,high-intent local wellness and family buyers,women's wellness work,women's wellness option,"3,000+ Gainesville high-intent local wellness and family buyers","Hi A Center For Therapeutic Massage! I found you through your Google profile and wanted to reach out. We run Gainesville Scoop, a local email publication read by 3,000+ Gainesville-area locals.

We’re choosing one women's wellness practice as our exclusive partner, meaning we won’t work with a competing women's wellness clinic. A Center For Therapeutic Massage looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",4,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: health | market affinity: exact city address or core ZIP
2026-07-29,"Gainesville, FL",Gainesville Scoop,gainesvillescoop.com,women's wellness,Empower Change Physical Therapy,https://www.instagram.com/empowerchangept/,empowerchangept,https://empowerchangept.com/,your Google profile,the office,high-intent local wellness and family buyers,women's wellness work,women's wellness option,"3,000+ Gainesville high-intent local wellness and family buyers","Hi Empower Change Physical Therapy! I found you through your Google profile and wanted to reach out. We run Gainesville Scoop, a local email publication read by 3,000+ Gainesville-area locals.

We’re choosing one women's wellness practice as our exclusive partner, meaning we won’t work with a competing women's wellness clinic. Empower Change Physical Therapy looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",4,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: clinic | market affinity: exact city address or core ZIP
2026-07-29,"Gainesville, FL",Gainesville Scoop,gainesvillescoop.com,premium fitness,Fabulous Faces Entertainment,https://www.instagram.com/gainesville_balloons/,gainesville_balloons,https://www.gainesvilleballoons.com/contact/,your Google profile,marketing,high-intent local wellness and family buyers,fitness concept,fitness option,"3,000+ Gainesville high-intent local wellness and family buyers","Hi Fabulous Faces Entertainment! I found you through your Google profile and wanted to reach out. We run Gainesville Scoop, a local email publication read by 3,000+ Gainesville-area locals.

We’re choosing one fitness studio as our exclusive partner, meaning we won’t work with a competing fitness studio. Fabulous Faces Entertainment looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",4,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: gym | market affinity: exact city address or core ZIP
2026-07-29,"Gainesville, FL",Gainesville Scoop,gainesvillescoop.com,private schools,Orange Blossom Prep,https://www.instagram.com/icon.png/,icon.png,https://www.orangeblossomprep.com/,your Google profile,admissions,families and parents,private school reputation,school choice,"3,000+ Gainesville families and parents","Hi Orange Blossom Prep! I found you through your Google profile and wanted to reach out. We run Gainesville Scoop, a local email publication read by 3,000+ Gainesville-area locals.

We’re choosing one private school as our exclusive partner, meaning we won’t work with a competing private school. Orange Blossom Prep looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",4,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: school | market affinity: exact city address or core ZIP
2026-07-29,"Gainesville, FL",Gainesville Scoop,gainesvillescoop.com,roofing,Sunshine Restoration,https://www.instagram.com/sunshine_restoration_fl/,sunshine_restoration_fl,https://sunshinerestorationfl.com/,your Google profile,marketing,homeowners and families,roofing reputation,roofing choice,"3,000+ Gainesville homeowners and families","Hi Sunshine Restoration! I found you through your Google profile and wanted to reach out. We run Gainesville Scoop, a local email publication read by 3,000+ Gainesville-area locals.

We’re choosing one roofing company as our exclusive partner, meaning we won’t work with a competing roofing company. Sunshine Restoration looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",4,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: roof | market affinity: exact city address or core ZIP
