date,market,publication,domain,category,business_name,instagram_url,instagram_handle,website,research_source,contact_route,buyer_group,category_phrase,outcome_phrase,audience_line,final_dm,quality_score,duplicate_status,last_contacted_date,notes
2026-07-24,"Augusta, GA",Augusta Digest,augustadigest.com,business law,Barrios Virguez Attorneys Accident & Injury Law,https://www.instagram.com/barriosvirguezattorneys/,barriosvirguezattorneys,https://barriosvirguez.com/augusta-personal-injury-lawyer/,your Google profile,marketing,"homeowners, families, and business owners",business law work,business law resource,"6,000+ Augusta homeowners, families, and business owners","Hi Barrios Virguez Attorneys Accident & Injury Law! I found you through your Google profile and wanted to reach out. We run Augusta Digest, a local email publication read by 6,000+ Augusta-area locals.

We’re choosing one business law firm as our exclusive partner, meaning we won’t work with a competing business law firm. Barrios Virguez Attorneys Accident & Injury Law looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: attorney | market affinity: exact city address or core ZIP
2026-07-24,"Augusta, GA",Augusta Digest,augustadigest.com,landscaping,TurfSight,https://www.instagram.com/turfsight/,turfsight,https://turfsight.com/,your website,marketing,homeowners and families,landscaping work,outdoor upgrade choice,"6,000+ Augusta homeowners and families","Hi TurfSight! I found you through your website and wanted to reach out. We run Augusta Digest, a local email publication read by 6,000+ Augusta-area locals.

We’re choosing one landscaping company as our exclusive partner, meaning we won’t work with a competing landscaping company. TurfSight looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: landscaping | market affinity: exact city address or core ZIP
2026-07-24,"Augusta, GA",Augusta Digest,augustadigest.com,roofing,TICO Roofing,https://www.instagram.com/ticoroofingcsra/,ticoroofingcsra,https://ticoroofing.com/,the Columbia County Chamber,marketing,homeowners and families,roofing reputation,roofing choice,"6,000+ Augusta homeowners and families","Hi TICO Roofing! I found you through the Columbia County Chamber and wanted to reach out. We run Augusta Digest, a local email publication read by 6,000+ Augusta-area locals.

We’re choosing one roofing company as our exclusive partner, meaning we won’t work with a competing roofing company. TICO looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: instagram_display_name | website category match: roofing | market affinity: exact city address or core ZIP | discovery evidence: https://business.columbiacountychamber.com/list/member/tico-new-roofing-repairs-inc-10015
2026-07-24,"Augusta, GA",Augusta Digest,augustadigest.com,catering,Arie's Artisan Cheesecake,https://www.instagram.com/aries_artisan_cheesecake/,aries_artisan_cheesecake,https://ariesartisancheesecake.com/,your Google profile,partnerships,"locals planning events, weddings, and private celebrations",catering work,catering choice,"6,000+ Augusta locals planning events, weddings, and private celebrations","Hi Arie's Artisan Cheesecake! I found you through your Google profile and wanted to reach out. We run Augusta Digest, a local email publication read by 6,000+ Augusta-area locals.

We’re choosing one catering company as our exclusive partner, meaning we won’t work with a competing caterer. Arie's Artisan Cheesecake looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | Instagram bio/display category match: catering | market affinity: exact city address or core ZIP
2026-07-24,"Augusta, GA",Augusta Digest,augustadigest.com,premium fitness,CrossFit Motiv8,https://www.instagram.com/crossfit_motiv8/,crossfit_motiv8,https://www.crossfitmotiv8.com/,your website,marketing,high-intent local wellness and family buyers,fitness concept,fitness option,"6,000+ Augusta high-intent local wellness and family buyers","Hi CrossFit Motiv8! I found you through your website and wanted to reach out. We run Augusta Digest, a local email publication read by 6,000+ Augusta-area locals.

We’re choosing one fitness studio as our exclusive partner, meaning we won’t work with a competing fitness studio. CrossFit Motiv8 looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: fitness | market affinity: evans; explicit Augusta market/service evidence
2026-07-24,"Augusta, GA",Augusta Digest,augustadigest.com,med spas,AgeRejuvenation,https://www.instagram.com/agerejuvenation/,agerejuvenation,https://agerejuvenation.com/,your Google profile,the office,high-intent local wellness and family buyers,med spa concept,go-to med spa,"6,000+ Augusta high-intent local wellness and family buyers","Hi AgeRejuvenation! I found you through your Google profile and wanted to reach out. We run Augusta Digest, a local email publication read by 6,000+ Augusta-area locals.

We’re choosing one med spa as our exclusive partner, meaning we won’t work with a competing med spa. AgeRejuvenation looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: medical spa | market affinity: exact city address or core ZIP
2026-07-24,"Augusta, GA",Augusta Digest,augustadigest.com,aesthetics,Le Chat Noir,https://www.instagram.com/lcnaugusta/,lcnaugusta,http://www.lcnaugusta.com/,your Google profile,the office,high-intent local wellness and family buyers,aesthetics work,aesthetics destination,"6,000+ Augusta high-intent local wellness and family buyers","Hi Le Chat Noir! I found you through your Google profile and wanted to reach out. We run Augusta Digest, a local email publication read by 6,000+ Augusta-area locals.

We’re choosing one aesthetics practice as our exclusive partner, meaning we won’t work with a competing aesthetics clinic. Le Chat Noir looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | Instagram bio/display category match: aesthetics | market affinity: exact city address or core ZIP
2026-07-24,"Augusta, GA",Augusta Digest,augustadigest.com,HVAC,EMCOR Services Aircond,https://www.instagram.com/emcor_group_inc/,emcor_group_inc,https://aircond.com/,your Google profile,marketing,homeowners and families,HVAC reputation,HVAC choice,"6,000+ Augusta homeowners and families","Hi EMCOR Services Aircond! I found you through your Google profile and wanted to reach out. We run Augusta Digest, a local email publication read by 6,000+ Augusta-area locals.

We’re choosing one HVAC company as our exclusive partner, meaning we won’t work with a competing HVAC company. EMCOR Services Aircond looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: hvac | market affinity: exact city address or core ZIP
2026-07-24,"Augusta, GA",Augusta Digest,augustadigest.com,remodeling,P. May Projects,https://www.instagram.com/pmayprojects/,pmayprojects,https://www.pmayprojects.com/,your Google profile,marketing,homeowners and families,remodeling work,home upgrade choice,"6,000+ Augusta homeowners and families","Hi P. May Projects! I found you through your Google profile and wanted to reach out. We run Augusta Digest, a local email publication read by 6,000+ Augusta-area locals.

We’re choosing one remodeling company as our exclusive partner, meaning we won’t work with a competing remodeling company. P. May Projects looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: renovation | market affinity: exact city address or core ZIP
2026-07-24,"Augusta, GA",Augusta Digest,augustadigest.com,remodeling,Sam The Concrete Man Augusta,https://www.instagram.com/stcm_augusta/,stcm_augusta,https://samtheconcreteman.com/augusta/,your Google profile,marketing,homeowners and families,remodeling work,home upgrade choice,"6,000+ Augusta homeowners and families","Hi Sam The Concrete Man Augusta! I found you through your Google profile and wanted to reach out. We run Augusta Digest, a local email publication read by 6,000+ Augusta-area locals.

We’re choosing one remodeling company as our exclusive partner, meaning we won’t work with a competing remodeling company. Sam The Concrete Man Augusta looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: renovation | market affinity: exact city address or core ZIP
2026-07-24,"Augusta, GA",Augusta Digest,augustadigest.com,remodeling,Tile Center,https://www.instagram.com/thetilecenter/,thetilecenter,https://tilecenter.com/,your Google profile,marketing,homeowners and families,remodeling work,home upgrade choice,"6,000+ Augusta homeowners and families","Hi Tile Center! I found you through your Google profile and wanted to reach out. We run Augusta Digest, a local email publication read by 6,000+ Augusta-area locals.

We’re choosing one remodeling company as our exclusive partner, meaning we won’t work with a competing remodeling company. Tile Center looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: renovation | market affinity: exact city address or core ZIP
2026-07-24,"Augusta, GA",Augusta Digest,augustadigest.com,catering,Cinnabon at Schlotzsky's,https://www.instagram.com/cinnabon/,cinnabon,https://locations.cinnabon.com/ga/augusta/3450-wrightsboro-rd/,your Google profile,partnerships,"locals planning events, weddings, and private celebrations",catering work,catering choice,"6,000+ Augusta locals planning events, weddings, and private celebrations","Hi Cinnabon at Schlotzsky's! I found you through your Google profile and wanted to reach out. We run Augusta Digest, a local email publication read by 6,000+ Augusta-area locals.

We’re choosing one catering company as our exclusive partner, meaning we won’t work with a competing caterer. Cinnabon at Schlotzsky's looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | Instagram bio/display category match: catering | market affinity: exact city address or core ZIP
2026-07-24,"Augusta, GA",Augusta Digest,augustadigest.com,catering,Groucho's Deli,https://www.instagram.com/grouchos_deli/,grouchos_deli,https://locations.grouchos.com/locations/ga/augusta/758-broad-street/,your Google profile,partnerships,"locals planning events, weddings, and private celebrations",catering work,catering choice,"6,000+ Augusta locals planning events, weddings, and private celebrations","Hi Groucho's Deli! I found you through your Google profile and wanted to reach out. We run Augusta Digest, a local email publication read by 6,000+ Augusta-area locals.

We’re choosing one catering company as our exclusive partner, meaning we won’t work with a competing caterer. Groucho's Deli looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | website category match: catering | market affinity: exact city address or core ZIP
2026-07-24,"Augusta, GA",Augusta Digest,augustadigest.com,catering,Helms College,https://www.instagram.com/helmscollege/,helmscollege,https://www.helms.edu/about/augusta-campus/,your Google profile,partnerships,"locals planning events, weddings, and private celebrations",catering work,catering choice,"6,000+ Augusta locals planning events, weddings, and private celebrations","Hi Helms College! I found you through your Google profile and wanted to reach out. We run Augusta Digest, a local email publication read by 6,000+ Augusta-area locals.

We’re choosing one catering company as our exclusive partner, meaning we won’t work with a competing caterer. Helms College looked like a strong fit.

Worth a quick look? I can send a 2-minute rundown right here, no call needed.

Andrew",5,new,,Instagram HTTP 200 | name source: google_business_profile | Instagram bio/display category match: catering | market affinity: exact city address or core ZIP
